                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                             co_core_mass                             fe_core_mass                   neutron_rich_core_mass                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds                           version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                     msun                                     rsun                                     lsun 
                                     100                                      942                  1.8800000000000001E+001                  2.0000000000000000E-002                  5.9146913128992356E+006                  1.0285987698376049E+005                  2.9812351799978111E+004                  5.6673162510160713E+004                  8.9237914036466943E+000                 -6.3616111319050450E+000                  2.9870426308722037E-001                  4.0556960454622120E-009                  6.8186486245866107E-001                  1.6893794108858618E-004                  1.2642763533389086E-002                  4.5692267081436203E-004                  2.0850244238749490E-003                  1.8616789806933646E+001                 -4.0760346544217134E-008                  1.0303350903447978E+001                  2.3888199500856041E-004                  7.9433286698961076E+000                  2.8168860784054929E-002                  1.2006288212735095E-001                  1.0691836545004371E-001                  3.8816461441603715E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  6.1834203888494601E+004                  1.6138517626966959E+004                  3.2849392873736159E+006                  5.6735164256392993E+004                  5.6735164256392978E+004                  9.2759781863678473E-027                  3.8623049610940802E+003                  5.0000000000000000E+001                  1.0000000000000000E+003                  1.8665346257594891E+014                               "r24.08.1"                               "gfortran"                                 "13.3.0"                    "x86_64-macos-24.7.1"                                 "CRMATH"                               "20240911"                  1.9884098706980504E+033                  6.9570000000000000E+010                  3.8280000000000003E+033 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52                                       53                                       54                                       55                                       56 
                                    zone                                     mass                                     logR                                     logT                                   logRho                                     logP                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals                                       dm                                    log_g                                   radius                    pressure_scale_height                                       dq                                     logE                                     logS                          pgas_div_ptotal                                      eta                                       mu                                   gamma1                                   gamma3                                   csound              log_thermal_time_to_surface                                       pp                                      cno                                tri_alpha                                       h1                                      he3                                      he4                                      c12                                      n14                                      o16                              log_opacity                                     logL                           log_L_div_Ledd                        mlt_mixing_length                          mlt_mixing_type                                 conv_vel                      conv_vel_div_csound                       conv_vel_div_L_vel                            log_mlt_D_mix                          log_Lconv_div_L                              mixing_type                                log_D_mix                                   logtau                                    omega                                    i_rot                                    j_rot                                    v_rot                       w_div_w_crit_roche                                   fp_rot                                   ft_rot                        ft_rot_div_fp_rot                              r_e_div_r_p                                  brunt_N                                 lamb_Sl2 
                                       1                  1.8616789806933646E+001                  9.5054940996410975E-001                  4.4747245939093139E+000                 -9.2285619685563649E+000                  3.6280882361670441E+000                  6.9999999990228812E-001                  2.8000000009771214E-001                  1.9999999999999796E-002                  2.9614246890254308E+022                  3.8068736027458177E+000                  8.9237914036466943E+000                  1.6119612538881611E-002                  8.0000000000000376E-013                  1.3451705110699207E+001                  9.5823451310469459E+000                  5.2952136130363980E-001                 -1.8325810094446872E+001                  6.5154878694759488E-001                  1.3954751141536514E+000                  1.3570397497639055E+000                  3.1672777534932848E+006                 -1.7543004677250060E+000                  8.6633525032274731E-029                  0.0000000000000000E+000                  0.0000000000000000E+000                  6.9999999990228812E-001                  2.9797732963306304E-005                  2.7997020236474884E-001                  3.4468833607860781E-003                  1.0103427409336064E-003                  9.3805276451495410E-003                  1.2139120378679708E-001                  4.7533774480815820E+000                 -5.1004396813457542E-001                  2.3550270330929871E+009                                        0                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                                        0                 -9.8999999999999986E+001                 -1.7609125905568127E-001                  4.8240802404977510E-009                  2.5695174303714025E+023                  1.2395558263469238E+015                  2.9949248988127314E-002                  4.5919418334960943E-005                  9.9999999859427136E-001                  1.0000000000000000E+000                  1.0000000014057286E+000                  1.0000000010542964E+000                  1.5543180397647773E-003                  1.9888887622198081E+000 
                                       2                  1.8616789806918749E+001                  9.5054217004475927E-001                  4.4754822767054705E+000                 -9.2233372040281534E+000                  3.6326928205052025E+000                  6.9999999990228801E-001                  2.8000000009771214E-001                  1.9999999999999796E-002                  3.8789329327278369E+022                  3.8068880825841713E+000                  8.9236426405510585E+000                  1.6096073206419901E-002                  1.0478559045185417E-012                  1.3451121428857913E+001                  9.5818714639902645E+000                  5.3122325769784873E-001                 -1.8316322921277965E+001                  6.5152473393152766E-001                  1.3949509721231070E+000                  1.3568196363104585E+000                  3.1644226485460340E+006                 -1.3922699936809961E+000                  8.7682086027142863E-029                  0.0000000000000000E+000                  0.0000000000000000E+000                  6.9999999990228801E-001                  2.9797732963306307E-005                  2.7997020236474884E-001                  3.4468833607860776E-003                  1.0103427409336064E-003                  9.3805276451495410E-003                  1.2384134530329724E-001                  4.7533774483684654E+000                 -5.1004396784769213E-001                  2.3534837032924190E+009                                        0                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                                        0                 -9.8999999999999986E+001                 -1.7085523810933009E-001                  4.8240802404977510E-009                  2.5694317613628334E+023                  1.2395144989297778E+015                  2.9948749722423985E-002                  4.5919418334960943E-005                  9.9999999859427136E-001                  1.0000000000000000E+000                  1.0000000014057286E+000                  1.0000000010542964E+000                  1.5473215647083271E-003                  1.9881457149190980E+000 
                                       3                  1.8616789806899241E+001                  9.5053279991819839E-001                  4.4768491318328092E+000                 -9.2141333412819595E+000                  3.6408945228884479E+000                  6.9999999990228801E-001                  2.8000000009771214E-001                  1.9999999999999796E-002                  8.4851657903421350E+022                  3.8069068228368379E+000                  8.9234501104536452E+000                  1.6058280434834288E-002                  2.2921847911343081E-012                  1.3450159643431011E+001                  9.5810558121812566E+000                  5.3416536565854345E-001                 -1.8299712686974068E+001                  6.5147950097239216E-001                  1.3939282853530504E+000                  1.3563811479797667E+000                  3.1596148585352660E+006                 -1.0451271584615081E+000                  8.9560179434745342E-029                  0.0000000000000000E+000                  0.0000000000000000E+000                  6.9999999990228801E-001                  2.9797732963306300E-005                  2.7997020236474884E-001                  3.4468833607860776E-003                  1.0103427409336064E-003                  9.3805276451495410E-003                  1.2817723231950254E-001                  4.7533774491009781E+000                 -5.0728331997602760E-001                  2.3497613355795984E+009                                        0                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                                        0                 -9.8999999999999986E+001                 -1.6405289220743685E-001                  4.8240802406528291E-009                  2.5693208901344199E+023                  1.2394610137993992E+015                  2.9948103570696195E-002                  4.5919418334960943E-005                  9.9999999859427136E-001                  1.0000000000000000E+000                  1.0000000014057286E+000                  1.0000000010542964E+000                  1.5289864770701668E-003                  1.9862247139178648E+000 
                                       4                  1.8616789806856570E+001                  9.5051273054472807E-001                  4.4787995921687269E+000                 -9.2014690589467456E+000                  3.6523731674124083E+000                  6.9999999990228801E-001                  2.8000000009771214E-001                  1.9999999999999796E-002                  9.2124657152286196E+022                  3.8069469615827831E+000                  8.9230377545005357E+000                  1.6013020565706457E-002                  2.4886577732315387E-012                  1.3448978821686710E+001                  9.5799732232997652E+000                  5.3809254506336801E-001                 -1.8277078102736105E+001                  6.5141070971836457E-001                  1.3922964225109433E+000                  1.3556625383850947E+000                  3.1534573876551674E+006                 -8.4385937298665226E-001                  9.2210322772820736E-029                  0.0000000000000000E+000                  0.0000000000000000E+000                  6.9999999990228801E-001                  2.9797732963306304E-005                  2.7997020236474884E-001                  3.4468833607860776E-003                  1.0103427409336064E-003                  9.3805276451495410E-003                  1.3418546546080262E-001                  4.7533774506058402E+000                 -5.0141149078424052E-001                  2.3427368655656471E+009                                        0                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                                        0                 -9.8999999999999986E+001                 -1.4938987878706661E-001                  4.8240802414191168E-009                  2.5690834370704103E+023                  1.2393464647328480E+015                  2.9946719662433067E-002                  4.5919418334960943E-005                  9.9999999859427136E-001                  1.0000000000000000E+000                  1.0000000014057286E+000                  1.0000000010542964E+000                  1.4892053637620883E-003                  1.9823904374736321E+000 
                                       5                  1.8616789806810239E+001                  9.5049156414769076E-001                  4.4807552571361047E+000                 -9.1892828569610145E+000                  3.6636339996385856E+000                  6.9999999990228801E-001                  2.8000000009771214E-001                  1.9999999999999796E-002                  8.6063824444898813E+022                  3.8069892943757768E+000                  8.9226028791674352E+000                  1.5977379795942482E-002                  2.3249302881505126E-012                  1.3448002369356201E+001                  9.5789753764080015E+000                  5.4173488396622727E-001                 -1.8255545788534803E+001                  6.5133652231346684E-001                  1.3904565203870893E+000                  1.3548319560291451E+000                  3.1480174771354739E+006                 -7.1596982636503614E-001                  9.4834430779979799E-029                  0.0000000000000000E+000                  0.0000000000000000E+000                  6.9999999990228801E-001                  2.9797732963306304E-005                  2.7997020236474884E-001                  3.4468833607860781E-003                  1.0103427409336064E-003                  9.3805276451495410E-003                  1.4001422137749048E-001                  4.7533774521111773E+000                 -4.9527196854251954E-001                  2.3366172028739266E+009                                        0                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                                        0                 -9.8999999999999986E+001                 -1.3379942248203619E-001                  4.8240802429121621E-009                  2.5688330282250415E+023                  1.2392256658800642E+015                  2.9945260181105292E-002                  4.5919418334960943E-005                  9.9999999859427136E-001                  1.0000000000000000E+000                  1.0000000014057286E+000                  1.0000000010542964E+000                  1.4464201707448724E-003                  1.9787077260888652E+000 
                                       6                  1.8616789806766960E+001                  9.5047233473205583E-001                  4.4830057132689634E+000                 -9.1758433452300245E+000                  3.6763049693748071E+000                  6.9999999990228801E-001                  2.8000000009771214E-001                  1.9999999999999796E-002                  1.2000448760626787E+023                  3.8070277532060373E+000                  8.9222078185621587E+000                  1.5947718386193452E-002                  3.2418042046042498E-012                  1.3447113803339777E+001                  9.5779257515716747E+000                  5.4559023658804173E-001                 -1.8232090469498068E+001                  6.5124426890077336E-001                  1.3880908511072225E+000                  1.3537412039982635E+000                  3.1425565622020205E+006                 -5.8512471046194647E-001                  9.7815096246904711E-029                  0.0000000000000000E+000                  0.0000000000000000E+000                  6.9999999990228801E-001                  2.9797732963306304E-005                  2.7997020236474884E-001                  3.4468833607860776E-003                  1.0103427409336064E-003                  9.3805276451495410E-003                  1.4649785435191262E-001                  4.7533774533919848E+000                 -4.8974309143622397E-001                  2.3322858973503671E+009                                        0                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                                        0                 -9.8999999999999986E+001                 -1.1953516478235782E-001                  4.8240802449248994E-009                  2.5686055559777841E+023                  1.2391159319596765E+015                  2.9943934325713246E-002                  4.5919418334960943E-005                  9.9999999859427136E-001                  1.0000000000000000E+000                  1.0000000014057286E+000                  1.0000000010542964E+000                  1.4068097996099429E-003                  1.9757127096922262E+000 
                                       7                  1.8616789806706606E+001                  9.5044633485679364E-001                  4.4856101716841463E+000                 -9.1609998895558071E+000                  3.6906148319665655E+000                  6.9999999990228801E-001                  2.8000000009771214E-001                  1.9999999999999796E-002                  1.2000448760626787E+023                  3.8070797529551537E+000                  8.9216736894025743E+000                  1.5926229335273490E-002                  3.2418042046042498E-012                  1.3446370674996537E+001                  9.5768297356612262E+000                  5.4964434017719799E-001                 -1.8206549938701048E+001                  6.5112746251569931E-001                  1.3850353988646773E+000                  1.3523049083261802E+000                  3.1371681514620534E+006                 -4.8568203996632908E-001                  1.0121612723237675E-028                  0.0000000000000000E+000                  0.0000000000000000E+000                  6.9999999990228801E-001                  2.9797732963306304E-005                  2.7997020236474884E-001                  3.4468833607860776E-003                  1.0103427409336064E-003                  9.3805276451495410E-003                  1.5372818939951946E-001                  4.7533774550024681E+000                 -4.8234300858261980E-001                  2.3281801540355144E+009                                        0                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                                        0                 -9.8999999999999986E+001                 -1.0011311508219188E-001                  4.8240802487188302E-009                  2.5682980253556956E+023                  1.2389675776941985E+015                  2.9942141751644207E-002                  4.5919418334960943E-005                  9.9999999859427136E-001                  1.0000000000000000E+000                  1.0000000014057286E+000                  1.0000000010542964E+000                  1.3520023106827026E-003                  1.9721413033866511E+000 
                                       8                  1.8616789806646253E+001                  9.5042120416148834E-001                  4.4884296873219975E+000                 -9.1457150662473783E+000                  3.7057093804959216E+000                  6.9999999990228801E-001                  2.8000000009771220E-001                  1.9999999999999796E-002                  1.4182348535286083E+023                  3.8071300143443563E+000                  8.9211574466557479E+000                  1.5917410955875472E-002                  3.8312231508958993E-012                  1.3445880871796581E+001                  9.5757729188023983E+000                  5.5358462974930600E-001                 -1.8180665491741440E+001                  6.5098766525025475E-001                  1.3813591542428454E+000                  1.3505468311130313E+000                  3.1323157081722631E+006                 -3.9237322631613264E-001                  1.0484191167140452E-028                  0.0000000000000000E+000                  0.0000000000000000E+000                  6.9999999990228801E-001                  2.9797732963306304E-005                  2.7997020236474890E-001                  3.4468833607860776E-003                  1.0103427409336064E-003                  9.3805276451495410E-003                  1.6125168601593351E-001                  4.7533774564347855E+000                 -4.7527592081292208E-001                  2.3260290705494351E+009                                        0                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                                        0                 -9.8999999999999986E+001                 -8.1215005056270800E-002                  4.8240802536488383E-009                  2.5680008105250317E+023                  1.2388242001408018E+015                  2.9940409213439174E-002                  4.5919418334960943E-005                  9.9999999859427136E-001                  1.0000000000000000E+000                  1.0000000014057286E+000                  1.0000000010542964E+000                  1.2975138024340464E-003                  1.9691661090535999E+000 
                                       9                  1.8616789806574925E+001                  9.5039252601613999E-001                  4.4910308253621425E+000                 -9.1322620690911478E+000                  3.7193030642314540E+000                  6.9999999990228801E-001                  2.8000000009771214E-001                  1.9999999999999796E-002                  1.0182198948410540E+023                  3.8071873706333892E+000                  8.9205683675547007E+000                  1.5920465403469197E-002                  2.7506217493611634E-012                  1.3445690388944870E+001                  9.5749044459130594E+000                  5.5685076131729339E-001                 -1.8158236766305148E+001                  6.5084526924912289E-001                  1.3776424217671450E+000                  1.3487446812624058E+000                  3.1286056152068442E+006                 -3.3624415376068745E-001                  1.0814047650450368E-028                  0.0000000000000000E+000                  0.0000000000000000E+000                  6.9999999990228801E-001                  2.9797732963306307E-005                  2.7997020236474884E-001                  3.4468833607860776E-003                  1.0103427409336064E-003                  9.3805276451495410E-003                  1.6794032924174690E-001                  4.7533774579292665E+000                 -4.6731711143182686E-001                  2.3256230643999887E+009                                        0                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                                        0                 -9.8999999999999986E+001                 -5.9525888413957541E-002                  4.8240802609164992E-009                  2.5676616828562080E+023                  1.2386606040978272E+015                  2.9938432242729324E-002                  4.5919418334960943E-005                  9.9999999859427136E-001                  1.0000000000000000E+000                  1.0000000014057286E+000                  1.0000000010542964E+000                  1.2332660704638895E-003                  1.9662884308445994E+000 
